anomaly_score,predicted_anomaly,timestamp
1.8368415751272869,0,2022-02-19 04:10:00
1.80368811601656,0,2020-12-13 13:00:00
1.869684400327437,0,2021-03-20 19:10:00
1.691452608754097,0,2017-11-10 16:25:00
1.727848128819422,0,2015-06-16 17:25:00
2.0068853482358278,0,2021-05-20 05:35:00
1.9250966191485122,0,2017-10-30 10:20:00
1.927899916441333,0,2014-07-24 03:35:00
1.8686276939407735,0,2023-12-24 23:25:00
2.218052917449259,1,2023-11-14 20:30:00
1.7853688179187686,0,2024-02-27 05:10:00
1.872942196562848,0,2022-05-08 11:10:00
1.8286015691330353,0,2017-07-02 01:00:00
1.5573247058872854,0,2022-04-08 20:10:00
2.4533100040648654,1,2025-06-10 16:45:00
2.204475652863755,1,2016-06-16 13:25:00
2.050239093642907,0,2022-09-29 03:20:00
1.9688225933548968,0,2014-07-25 22:00:00
1.5932520789437383,0,2024-04-13 20:00:00
1.8573719284152221,0,2025-04-16 12:30:00
2.3269866517765667,1,2025-05-12 00:40:00
1.6249228299422074,0,2023-06-02 05:25:00
1.4140394938241416,0,2021-04-21 14:05:00
1.8645907005201001,0,2025-02-17 21:25:00
1.8115255418938518,0,2022-05-18 08:30:00
1.594466588983586,0,2024-01-09 09:05:00
1.7373003288293436,0,2024-10-12 06:25:00
1.780343852040858,0,2023-12-12 17:10:00
1.8082546460809914,0,2021-06-10 20:20:00
2.4104140632288567,1,2016-09-01 23:20:00
1.635500312495899,0,2017-12-31 13:00:00
2.2455669184670857,1,2024-07-28 17:20:00
1.6985624685084395,0,2018-08-11 23:55:00
1.9287351161375823,0,2017-02-20 19:05:00
1.6890348687218557,0,2022-10-10 19:20:00
2.4352651728652175,1,2016-03-18 14:50:00
1.9441565524498114,0,2010-11-05 14:40:00
1.7862711285857364,0,2012-09-19 12:05:00
1.7819008244525123,0,2024-11-09 06:25:00
1.6122094107342964,0,2018-06-12 18:05:00
2.092274335165031,0,2023-12-24 23:50:00
2.3324078434066795,1,2024-06-17 22:45:00
1.8454967944064138,0,2018-06-27 23:50:00
1.883760220701995,0,2024-07-30 18:55:00
1.6939550773269372,0,2023-02-23 07:25:00
2.806868939955634,1,2025-06-18 06:25:00
1.87826211219154,0,2017-12-20 22:40:00
1.7879245154255299,0,2024-05-11 14:30:00
1.5695293026260273,0,2015-01-26 19:50:00
2.6473598112081205,1,2007-12-28 08:45:00
1.7940792371312906,0,2008-12-29 18:50:00
1.9122964473417752,0,2021-10-09 22:05:00
2.137060953154952,0,2022-02-21 14:15:00
1.8752084549050978,0,2022-06-27 09:45:00
1.9995974130400742,0,2010-10-11 13:25:00
1.729272744511958,0,2009-02-09 12:55:00
1.774860380558057,0,2011-10-22 11:00:00
1.9889222650334428,0,2010-05-09 18:30:00
1.9398211674181096,0,2024-05-08 02:20:00
1.6868904082823308,0,2011-03-15 06:00:00
1.8446130065621489,0,2012-06-01 08:30:00
1.798747606182997,0,2011-06-19 01:05:00
1.8975471044273418,0,2015-03-12 08:15:00
1.9445762775490525,0,2023-08-28 05:55:00
2.028480689574101,0,2025-08-08 19:40:00
2.6102973576871698,1,2005-12-19 16:40:00
2.233709698169068,1,2023-06-08 23:45:00
1.6099782833918959,0,2024-07-13 19:25:00
1.8930779394662947,0,2014-07-18 03:30:00
1.459852018516219,0,2024-09-23 22:30:00
1.6285245196280853,0,2022-03-17 22:05:00
1.669681299447281,0,2010-02-06 03:40:00
2.0639353000451535,0,2020-03-20 14:45:00
1.6660080435185032,0,2007-08-15 16:15:00
1.909122870649743,0,2016-11-08 15:15:00
1.659263842184158,0,2020-09-19 13:10:00
1.6962681835544289,0,2025-06-11 10:45:00
1.770363530209097,0,2005-12-18 20:30:00
1.8154891648064122,0,2011-09-05 05:00:00
1.7672007844517523,0,2021-02-22 15:15:00
1.6955788355881352,0,2016-12-15 11:00:00
1.8463857471922915,0,2024-07-20 07:50:00
1.8862659300938551,0,2014-11-13 07:40:00
2.3680604207715104,1,2022-06-17 06:30:00
1.709099022522677,0,2020-10-23 15:05:00
1.7865100863732273,0,2025-01-01 08:10:00
1.7986955704357475,0,2022-11-03 03:30:00
2.053776810922269,0,2023-07-29 17:55:00
2.09254903349158,0,2017-06-15 06:45:00
2.109899662219921,0,2016-08-28 12:55:00
1.7889191853790907,0,2008-12-16 22:15:00
1.8295932060775395,0,2018-05-02 12:10:00
2.1897707513096973,0,2009-07-23 18:55:00
1.921926369506312,0,2004-06-25 02:05:00
1.7107892614245792,0,2021-03-17 00:40:00
1.9200038856119606,0,2006-10-08 01:55:00
2.043268300950271,0,2018-04-22 06:15:00
2.1771289791626622,0,2025-04-22 12:25:00
1.9116490371231998,0,2022-10-01 07:40:00
1.564928403995503,0,2021-04-12 09:55:00
1.7118296779796423,0,2009-12-24 12:20:00
1.6994231687718073,0,2021-08-13 09:25:00
1.8783743721398802,0,2024-02-22 09:40:00
1.7380453412330097,0,2021-07-30 15:50:00
1.6986327445595981,0,2013-03-18 00:25:00
1.6300945729643435,0,2024-08-16 14:05:00
1.6967696158136176,0,2022-02-26 08:35:00
1.7574837666665535,0,2017-06-22 04:55:00
1.6317198576522165,0,2020-06-30 17:40:00
1.6081519482448987,0,2021-06-28 22:35:00
1.571173253742144,0,2005-09-27 08:15:00
1.801136177286242,0,2021-05-07 19:20:00
2.045631608761141,0,2020-05-20 00:25:00
1.7014114381516026,0,2025-06-10 21:20:00
2.3763209962714065,1,2014-11-17 17:50:00
1.700206161609254,0,2025-04-23 04:00:00
2.001498028144855,0,2013-06-05 13:25:00
1.833262712354213,0,2019-09-01 13:05:00
1.4683523222911137,0,2015-10-17 04:00:00
1.8067493619357715,0,2020-08-26 02:00:00
1.9037836700930097,0,2020-01-13 12:10:00
1.8000235288981892,0,2023-03-04 13:10:00
2.0386526560935554,0,2022-01-31 14:05:00
1.8333320250069864,0,2022-11-01 21:55:00
1.6527680724772351,0,2021-03-19 01:45:00
1.796633164984955,0,2015-07-06 07:55:00
1.8112951072116548,0,2022-02-22 01:30:00
1.965403217514069,0,2024-05-05 11:30:00
2.3790183046475275,1,2022-05-13 18:55:00
1.8741481381751754,0,2025-06-08 09:25:00
1.6674169581363667,0,2005-10-11 10:45:00
1.805043808480289,0,2024-07-13 10:15:00
1.6749083186223566,0,2020-05-09 19:25:00
1.910879715288243,0,2019-03-27 10:45:00
1.7392973311361046,0,2009-11-06 03:15:00
1.9751564646444355,0,2019-04-17 07:10:00
1.7616061626043609,0,2023-03-24 08:00:00
1.91351574372771,0,2022-01-18 19:20:00
1.7604356032501298,0,2021-03-14 13:20:00
1.7019500085547368,0,2012-04-18 02:15:00
1.6287546015537047,0,2022-06-24 03:20:00
1.5630480153632762,0,2015-06-11 17:00:00
1.681844394965707,0,2018-06-15 01:10:00
2.162412104741319,0,2020-04-08 10:45:00
2.403212546389809,1,2012-11-02 07:35:00
2.1841491802167936,0,2011-09-12 13:05:00
1.8886753136302492,0,2020-02-17 12:10:00
2.8168603450860625,1,2020-08-03 10:50:00
1.6062577718534876,0,2022-12-06 08:15:00
1.6456262667614105,0,2010-03-17 00:55:00
2.0205782425445427,0,2016-05-03 20:05:00
1.7523459316729226,0,2024-08-16 20:30:00
1.7162537384946195,0,2023-03-01 11:30:00
1.5882628283335682,0,2018-12-19 05:45:00
1.6035683435234764,0,2014-11-13 04:05:00
1.9419502951017475,0,2020-05-24 10:45:00
1.7916382183842328,0,2012-03-31 18:50:00
1.8448176570439307,0,2023-08-27 07:30:00
2.0797491134838686,0,2021-11-11 09:55:00
2.041361077811673,0,2023-06-17 03:35:00
1.8276249280917694,0,2007-11-09 23:25:00
1.6411600022760164,0,2015-02-13 20:25:00
1.7213854437832037,0,2024-12-18 00:00:00
1.6161328835405808,0,2006-11-01 00:25:00
1.6231552021961353,0,2023-06-09 13:25:00
1.9732564724708648,0,2025-01-29 19:35:00
1.663417831939237,0,2017-01-20 16:05:00
1.7813280668499296,0,2011-11-25 21:25:00
2.0940037963834635,0,2012-04-25 12:35:00
1.8544681727433774,0,2015-04-23 17:10:00
1.8720646910989989,0,2021-10-03 08:35:00
2.1297345158835395,0,2016-03-05 05:50:00
1.9389448872261876,0,2009-05-18 21:40:00
1.4298239123341003,0,2017-08-27 00:10:00
1.5207858651808541,0,2025-07-10 01:15:00
2.2124018765506097,1,2020-01-06 03:00:00
1.6538528029918327,0,2022-05-21 11:05:00
2.0648066548189252,0,2021-01-30 08:30:00
1.892008646480308,0,2020-05-06 11:10:00
1.532435051538848,0,2020-07-16 09:25:00
1.8530219285688478,0,2018-01-27 23:30:00
2.0284046171733303,0,2022-01-15 20:35:00
